ID	Family	Genus	Species	Part	Unnamed: 5	is_approximate_match	is_synonym	matched_name	nomenclature_code	score	search_string	taxon.flags	taxon.is_suppressed	taxon.is_suppressed_from_synth	taxon.name	taxon.ott_id	taxon.rank	taxon.source	taxon.synonyms	taxon.tax_sources	taxon.unique_name	_merge
Clarisia racemosa|L	moraceae	Clarisia	clarisia racemosa	L		False	False	Clarisia racemosa	ICN	1.0	clarisia racemosa	[]	False	False	Clarisia racemosa	6108003.0	species	ott3.5draft1	['Clarisia nitida', 'Soaresia nitida', 'Sorocea nitida']	['ncbi:871999', 'gbif:5572170']	Clarisia racemosa	both
Sarcaulus brasiliensis|L	sapotaceae	Sarcaulus	sarcaulus brasiliensis	L		False	False	Sarcaulus brasiliensis	ICN	1.0	sarcaulus brasiliensis	[]	False	False	Sarcaulus brasiliensis	296601.0	species	ott3.5draft1	['Achras brasiliensis', 'Chrysophyllum brasiliense', 'Chrysophyllum brasiliense minus', 'Chrysophyllum macrophyllum', 'Sarcaulus brasiliensis brasiliensis', 'Sarcaulus macrophyllus']	['ncbi:357095', 'gbif:2886233', 'irmng:10247367']	Sarcaulus brasiliensis	both
Gurania makoyana|L	cucurbitaceae	Gurania	gurania makoyana	L		False	False	Gurania makoyana	ICN	1.0	gurania makoyana	[]	False	False	Gurania makoyana	918223.0	species	ott3.5draft1	['Anguria eriantha', 'Anguria makoyana', 'Gurania donnell-smithii', 'Gurania levyana', 'Gurania pittieri', 'Gurania seemanniana', 'Gurania tonduziana', 'Momordica palmata']	['ncbi:213601', 'gbif:3623306']	Gurania makoyana	both
Eschweilera longirachis|L	lecythidaceae	Eschweilera	eschweilera longirachis	L		False	False	Eschweilera longirachis	ICN	1.0	eschweilera longirachis	[]	False	False	Eschweilera longirachis	858191.0	species	ott3.5draft1	['Eschweilera collinsii']	['ncbi:372718', 'gbif:3083215']	Eschweilera longirachis	both
Calathea donnell-smithii|WP	marantaceae	Calathea	calathea donnell-smithii	WP		False	True	Calathea donnell-smithii	ICN	1.0	calathea donnell-smithii	[]	False	False	Goeppertia donnell-smithii	3947374.0	species	ott3.5draft1	['Calathea donnell-smithii']	['gbif:9571375']	Goeppertia donnell-smithii	both
Hymenaea courbaril|AE	fabaceae/caes.	Hymenaea	hymenaea courbaril	AE		False	False	Hymenaea courbaril	ICN	1.0	hymenaea courbaril	[]	False	False	Hymenaea courbaril	31277.0	species	ott3.5draft1	['Hymenaea altissima', 'Hymenaea animifera', 'Hymenaea candolleana', 'Hymenaea courbaril courbaril', 'Hymenaea courbaril obtusifolia', 'Hymenaea multiflora', 'Hymenaea resinifera', 'Hymenaea retusa', 'Hymenaea splendida', 'Hymenaea stilbocarpa', 'Inga megacarpa']	['ncbi:20676', 'gbif:2950750', 'irmng:10179862']	Hymenaea courbaril	both
Entada polystachya|AE	fabaceae/mim.	Entada	entada polystachya	AE		False	False	Entada polystachya	ICN	1.0	entada polystachya	[]	False	False	Entada polystachya	599225.0	species	ott3.5draft1	['Acacia caudata', 'Adenanthera bonplandiana', 'Adenopodia polystachya', 'Entada plumieri', 'Entadopsis polystachya', 'Mimosa bipinnata', 'Mimosa caudata', 'Mimosa chiliantha', 'Mimosa polystachya']	['ncbi:489317', 'gbif:2976206', 'irmng:11433564']	Entada polystachya	both
Genipa americana|AE	rubiaceae	Genipa	genipa americana	AE		False	False	Genipa americana	ICN	1.0	genipa americana	[]	False	False	Genipa americana	771037.0	species	ott3.5draft1	['Gardenia brasiliensis', 'Gardenia genipa', 'Gardenia hexandra', 'Gardenia oblongifolia', 'Genipa americana americana', 'Genipa americana caruto', 'Genipa americana grandifolia', 'Genipa americana jorgensenii', 'Genipa americana parvifolia', 'Genipa americana riobranguense', 'Genipa americana riobranquenses', 'Genipa americana riobranquensis', 'Genipa barbata', 'Genipa brasiliana', 'Genipa brasiliensis', 'Genipa caruto', 'Genipa codonocalyx', 'Genipa excelsa', 'Genipa grandifolia', 'Genipa humilis', 'Genipa oblongifolia', 'Genipa oleosa', 'Genipa pubescens', 'Genipa venosa']	['ncbi:58486', 'gbif:2895593', 'irmng:11075937']	Genipa americana	both
Cassia grandis|L	fabaceae/caes.	Cassia	cassia grandis	L		False	False	Cassia grandis	ICN	1.0	cassia grandis	[]	False	False	Cassia grandis	380064.0	species	ott3.5draft1	['Bactyrilobium grande', 'Bactyrilobium molle', 'Cassia brasiliana', 'Cassia brasiliana tomentosa', 'Cassia brasiliensis', 'Cassia mollis', 'Cassia pachycarpa', 'Cathartocarpus brasilianus', 'Cathartocarpus erubescens', 'Cathartocarpus grandis']	['ncbi:162709', 'gbif:5357158', 'irmng:10179125']	Cassia grandis	both
Acrostichum aureum|L	pteridaceae	Acrostichum	acrostichum aureum	L		False	False	Acrostichum aureum	ICN	1.0	acrostichum aureum	[]	False	False	Acrostichum aureum	190945.0	species	ott3.5draft1	['Acrostichum aureum hirsutum', 'Acrostichum aureum marginatum', 'Acrostichum aureum urvillei', 'Acrostichum cayennense', 'Acrostichum crassifolium', 'Acrostichum emarginatum', 'Acrostichum fasciculatum', 'Acrostichum formosum', 'Acrostichum guineense', 'Acrostichum inaequale', 'Acrostichum juglandifolium', 'Acrostichum marginatum', 'Acrostichum obliquum', 'Acrostichum rigens', 'Acrostichum scalpturatum', 'Acrostichum spectabile', 'Acrostichum urvillei', 'Acrostichum wightianum', 'Aspidium emarginatum', 'Asplenium arifolium', 'Chrysodium aureum', 'Chrysodium cayennense', 'Chrysodium fasciculatum', 'Chrysodium hirsutum', 'Chrysodium inaequale', 'Chrysodium scalpturatum', 'Chrysodium speciosum', 'Chrysodium urvillei', 'Chrysodium vulgare', 'Gymnogramma arifolia', 'Hemionitis arifolia', 'Parahemionitis arifolia', 'Polystichum dissimulans', 'Polystichum emarginatum']	['ncbi:29594', 'worms:235080', 'gbif:2651706', 'irmng:10717123']	Acrostichum aureum	both
Guettarda sanblasensis|AE	rubiaceae	Guettarda	guettarda sanblasensis	AE		False	False	Guettarda sanblasensis	ICN	1.0	guettarda sanblasensis	[]	False	False	Guettarda sanblasensis	3880497.0	species	ott3.5draft1	[]	['gbif:2894793']	Guettarda sanblasensis	both
Laguncularia racemosa|AE	combretaceae	Laguncularia	laguncularia racemosa	AE		False	False	Laguncularia racemosa	ICN	1.0	laguncularia racemosa	[]	False	False	Laguncularia racemosa	197754.0	species	ott3.5draft1	['Bucida buceras', 'Conocarpus racemosa', 'Horau racemosus', 'Laguncuaria racemosa', 'Laguncularia martii', 'Laguncularia obovata', 'Rhizaeris alba', 'Schousboea commutata']	['ncbi:190524', 'worms:235050', 'gbif:3189382', 'irmng:11163607', 'irmng:10197311']	Laguncularia racemosa	both
Cestrum strigilatum|L	solanaceae	Cestrum	cestrum strigilatum	L		False	False	Cestrum strigilatum	ICN	1.0	cestrum strigilatum	[]	False	False	Cestrum strigilatum	275967.0	species	ott3.5draft1	['Cestrum aristeguietae', 'Cestrum calycinum', 'Cestrum calycinum brevitubulata', 'Cestrum calycinum tenuiflorum', 'Cestrum cancellatum', 'Cestrum impressum', 'Cestrum longifolium', 'Cestrum lundianum', 'Cestrum sesseoides', 'Cestrum strigillatum', 'Cestrum strigillatum calycinum', 'Cestrum strigillatum laxiflorum', 'Cestrum strigillatum tenuiflorum', 'Cestrum unibracteatum', 'Cestrum unibracteatum brachystachys', 'Cestrum viridiflorum', 'Sessea rugosa']	['ncbi:295493', 'gbif:7299866']	Cestrum strigilatum	both
Solanum circinatum|L	solanaceae	Solanum	solanum circinatum	L		False	False	Solanum circinatum	ICN	1.0	solanum circinatum	['sibling_higher']	False	False	Solanum circinatum	280098.0	species	ott3.5draft1	[]	['ncbi:265393']	Solanum circinatum	both
Maclura tinctoria|AE	moraceae	Maclura	maclura tinctoria	AE		False	False	Maclura tinctoria	ICN	1.0	maclura tinctoria	[]	False	False	Maclura tinctoria	922301.0	species	ott3.5draft1	['Broussonetia plumerii', 'Broussonetia tinctoria', 'Broussonetia xanthoxylon', 'Chlorophora mora', 'Chlorophora reticulata', 'Chlorophora tinctoria', 'Chlorophora tinctoria acuminatissima', 'Chlorophora tinctoria affinis', 'Chlorophora tinctoria miqueliana', 'Chlorophora tinctoria mora', 'Chlorophora tinctoria ovata', 'Chlorophora tinctoria polyneura', 'Chlorophora tinctoria tataiba', 'Chlorophora tinctoria xanthoxylon', 'Chlorophora tinctoria zanthoxylon', 'Fusticus glabra', 'Fusticus tataiba', 'Fusticus tinctoria', 'Fusticus vera', 'Fusticus xanthoxylon', 'Ioxylon mora', 'Machtra tinctoria subcuneata', 'Maclura affinis', 'Maclura chlorocarpa', 'Maclura mora', 'Maclura plumerii', 'Maclura plumiera', 'Maclura polyneura', 'Maclura sempervirens', 'Maclura sieberi', 'Maclura subintegerrima', 'Maclura tinctoria affinis', 'Maclura tinctoria chlorocarpa', 'Maclura tinctoria mora', 'Maclura tinctoria ovata', 'Maclura tinctoria polyneura', 'Maclura tinctoria subintegerrirna', 'Maclura tinctoria xanthoxylon', 'Maclura tinctoria zanthoxylon', 'Maclura trilobata', 'Maclura velutina', 'Maclura xanthoxyloides', 'Maclura xanthoxylon', 'Morus brasiliensis', 'Morus dioica', 'Morus plumiera', 'Morus spinosa', 'Morus tataiba', 'Morus tatayiba', 'Morus tictoria', 'Morus tinctoria', 'Morus xanthoxylon', 'Procris sieberi']	['ncbi:681456', 'gbif:2984583', 'irmng:10203539', 'irmng:11171950']	Maclura tinctoria	both
Ipomoea setosa|WP	convolvulaceae	Ipomoea	ipomoea setosa	WP		False	False	Ipomoea setosa	ICN	1.0	ipomoea setosa	[]	False	False	Ipomoea setosa	986483.0	species	ott3.5draft1	['? pavonii', 'Batatas setosa', 'Calonyction pavonii', 'Calonyction setosum', 'Convolvulus setosus', 'Ipomoea chaetophora', 'Ipomoea horrida', 'Ipomoea melanotricha', 'Ipomoea pavoni', 'Ipomoea pedata', 'Ipomoea setosa pavonii', 'Merremia pavonii', 'Modesta setosa', 'Operculina pavonii']	['ncbi:89662', 'gbif:5548955', 'irmng:11163861']	Ipomoea setosa	both
Carludovica drudei|L	cyclanthaceae	Carludovica	carludovica drudei	L		False	False	Carludovica drudei	ICN	1.0	carludovica drudei	[]	False	False	Carludovica drudei	375173.0	species	ott3.5draft1	['Carludovica speciosa', 'Carludovica tabascana']	['ncbi:263444', 'gbif:2860934']	Carludovica drudei	both
Spondias radlkoferi|AE	anacardiaceae	Spondias	spondias radlkoferi	AE		False	False	Spondias radlkoferi	ICN	1.0	spondias radlkoferi	[]	False	False	Spondias radlkoferi	781279.0	species	ott3.5draft1	['Spondias nigrescens']	['ncbi:341681', 'gbif:3660942']	Spondias radlkoferi	both
Adelia triloba|AE	euphorbiaceae	Adelia	adelia triloba	AE		False	False	Adelia triloba	ICN	1.0	adelia triloba	[]	False	False	Adelia triloba	856043.0	species	ott3.5draft1	['Ricinella triloba']	['ncbi:353064', 'gbif:5380432', 'irmng:11248659']	Adelia triloba	both
Enterolobium cyclocarpum|L	fabaceae/mim.	Enterolobium	enterolobium cyclocarpum	L		False	False	Enterolobium cyclocarpum	ICN	1.0	enterolobium cyclocarpum	[]	False	False	Enterolobium cyclocarpum	677322.0	species	ott3.5draft1	['Albizia longipes', 'Enterolobium cyclocarpa', 'Feuilleea cyclocarpa', 'Inga cyclocarpa', 'Mimosa cyclocarpa', 'Mimosa parota', 'Pithecellobium cyclocarpum', 'Prosopis dubia']	['ncbi:54878', 'gbif:2961150', 'irmng:11293453']	Enterolobium cyclocarpum	both
Mimosa pudica|WP	fabaceae/mim.	Mimosa	mimosa pudica	WP		False	False	Mimosa pudica	ICN	1.0	mimosa pudica	[]	False	False	Mimosa pudica	333195.0	species	ott3.5draft1	['Mimosa hispidula', 'Mimosa pudica glabrata', 'Mimosa tetrandra', 'Mimosa unijuga']	['ncbi:76306', 'gbif:2969284', 'irmng:10982425']	Mimosa pudica	both
Solanum storckii|AE	solanaceae	Solanum	solanum storckii	AE		True	False	Solanum storkii	ICN	0.9333333373069763	solanum storckii	['sibling_higher']	False	False	Solanum storkii	3869938.0	species	ott3.5draft1	[]	['gbif:2930418']	Solanum storkii	both
Holcus lanatus|WP	poaceae	Holcus	holcus lanatus	WP		False	False	Holcus lanatus	ICN	1.0	holcus lanatus	[]	False	False	Holcus lanatus	762970.0	species	ott3.5draft1	['Aira lanata', 'Avena lanata', 'Avena pallida', 'Ginannia lanata', 'Holcus aestivalis', 'Holcus argenteus', 'Holcus glaucus', 'Holcus intermedius', 'Holcus lanatus albovirens', 'Holcus lanatus altissimus', 'Holcus lanatus argenteus', 'Holcus lanatus biaristatus', 'Holcus lanatus ciliatus', 'Holcus lanatus coloratus', 'Holcus lanatus glabrescens', 'Holcus lanatus glaucus', 'Holcus lanatus leucoglumis', 'Holcus lanatus purpurascens', 'Holcus lanatus scaber', 'Holcus lanatus soboliferus', 'Holcus lanatus spectabilis', 'Holcus lanatus triflorus', 'Holcus lanatus tuberosus', 'Holcus lanatus vaginatus', 'Holcus lanatus viviparus', 'Holcus muticus', 'Holcus oriolis', 'Holcus tuberosus', 'Nothoholcus lanatus', 'Notholcus lanatus', 'Pentaschistis pallida']	['ncbi:29679', 'worms:993869', 'gbif:2706164', 'irmng:11283429']	Holcus lanatus	both
Maytenus woodsonii|AE	celastraceae	Maytenus	maytenus woodsonii	AE		False	False	Maytenus woodsonii	ICN	1.0	maytenus woodsonii	[]	False	False	Maytenus woodsonii	433240.0	species	ott3.5draft1	['Maytenus blepharodes', 'Maytenus vulcanicola']	['ncbi:1081529', 'gbif:3792911']	Maytenus woodsonii	both
Maianthemum paludicola|WP	convallariaceae	Maianthemum	maianthemum paludicola	WP		False	False	Maianthemum paludicola	ICN	1.0	maianthemum paludicola	[]	False	False	Maianthemum paludicola	3995526.0	species	ott3.5draft1	[]	['gbif:2769540']	Maianthemum paludicola	both
Rinorea squamata|AE	violaceae	Rinorea	rinorea squamata	AE		False	False	Rinorea squamata	ICN	1.0	rinorea squamata	[]	False	False	Rinorea squamata	321533.0	species	ott3.5draft1	['Rinorea pubipes']	['ncbi:1129535', 'gbif:4077443']	Rinorea squamata	both
Virola multiflora|AE	myristicaceae	Virola	virola multiflora	AE		False	False	Virola multiflora	ICN	1.0	virola multiflora	[]	False	False	Virola multiflora	106901.0	species	ott3.5draft1	['Dialyanthera multiflora', 'Virola brachycarpa']	['ncbi:672152', 'gbif:3743040']	Virola multiflora	both
Erythrina berteroana|AE	fabaceae/pap.	Erythrina	erythrina berteroana	AE		False	False	Erythrina berteroana	ICN	1.0	erythrina berteroana	[]	False	False	Erythrina berteroana	3921474.0	species	ott3.5draft1	['Erythrina berteriana', 'Erythrina neglecta']	['ncbi:1471844', 'gbif:5349775', 'irmng:11075865']	Erythrina berteroana	both
Solanum rudepannum|L	solanaceae	Solanum	solanum rudepannum	L		False	False	Solanum rudepannum	ICN	1.0	solanum rudepannum	['sibling_higher']	False	False	Solanum rudepannum	192054.0	species	ott3.5draft1	[]	['ncbi:744116']	Solanum rudepannum	both
Piper tuberculatum|L	piperaceae	Piper	piper tuberculatum	L		False	False	Piper tuberculatum	ICN	1.0	piper tuberculatum	[]	False	False	Piper tuberculatum	443344.0	species	ott3.5draft1	['Artanthe decurrens', 'Artanthe tuberculata', 'Piper acutifolium', 'Piper arboreum tuberculatum', 'Piper cujabanum', 'Piper ellipticum', 'Piper macrourum', 'Piper nutans', 'Piper obliquum', 'Piper santo-domingense', 'Piper scabrum', 'Piper tuberculatum rigido-membranaceum', 'Piper tuberculatum scandens', 'Piper verrucosum', 'Piper yurimaguasanum', 'Steffensia tuberculata']	['ncbi:247704', 'gbif:3086328']	Piper tuberculatum	both
Cissus verticillata|WP	vitaceae	Cissus	cissus verticillata	WP		False	False	Cissus verticillata	ICN	1.0	cissus verticillata	[]	False	False	Cissus verticillata	578906.0	species	ott3.5draft1	['Cissus sicyoides']	['ncbi:289665', 'gbif:3039173', 'irmng:11427484']	Cissus verticillata	both
Randia altiscandens|WP	rubiaceae	Randia	randia altiscandens	WP		False	False	Randia altiscandens	ICN	1.0	randia altiscandens	[]	False	False	Randia altiscandens	210035.0	species	ott3.5draft1	['Basanacantha altiscandens', 'Randia pepoformis']	['ncbi:203049', 'gbif:5339385']	Randia altiscandens	both
Verbesina myriocephala|L	asteraceae	Verbesina	verbesina myriocephala	L		False	False	Verbesina myriocephala	ICN	1.0	verbesina myriocephala	[]	False	False	Verbesina myriocephala	750174.0	species	ott3.5draft1	['Verbesina costaricensis', 'Verbesina gigantoides']	['ncbi:121905', 'gbif:3147847']	Verbesina myriocephala	both
Plumeria rubra|AE	apocynaceae	Plumeria	plumeria rubra	AE		False	False	Plumeria rubra	ICN	1.0	plumeria rubra	[]	False	False	Plumeria rubra	590760.0	species	ott3.5draft1	['Plumeria acuminata', 'Plumeria acutifolia', 'Plumeria acutifolia gasparrinii', 'Plumeria angustifolia', 'Plumeria arborea', 'Plumeria arborescens', 'Plumeria aurantia', 'Plumeria aurantiaca', 'Plumeria bicolor', 'Plumeria blandfordiana', 'Plumeria carinata', 'Plumeria conspicua', 'Plumeria gouanii', 'Plumeria incarnata', 'Plumeria incarnata milleri', 'Plumeria jamesonii', 'Plumeria kerrii', 'Plumeria kunthiana', 'Plumeria lambertiana', 'Plumeria loranthifolia', 'Plumeria lutea', 'Plumeria macrophylla', 'Plumeria megaphylla', 'Plumeria mexicana', 'Plumeria milleri', 'Plumeria mollis', 'Plumeria northiana', 'Plumeria purpurea', 'Plumeria rubra acuminata', 'Plumeria rubra acutifolia', 'Plumeria rubra lutea', 'Plumeria rubra tricolor', 'Plumeria tenorii', 'Plumeria tenuifolia', 'Plumeria tricolor']	['ncbi:62097', 'gbif:3169674', 'irmng:10808063']	Plumeria rubra	both
Mikania micrantha|WP	asteraceae	Mikania	mikania micrantha	WP		False	False	Mikania micrantha	ICN	1.0	mikania micrantha	[]	False	False	Mikania micrantha	266305.0	species	ott3.5draft1	['? orinocense', 'Eupatorium denticulatum', 'Eupatorium orinocense', 'Eupatorium orinocense orinocense', 'Eupatorium orinocense tamoides', 'Mikania batatifolia', 'Mikania deltoides', 'Mikania denticulata', 'Mikania glechomaefolia', 'Mikania glechomifolia', 'Mikania micrantha hirsuta', 'Mikania micrantha micrantha', 'Mikania orinocensis', 'Mikania scandens genuina', 'Mikania scandens hirsuta', 'Mikania scandens pubescens', 'Mikania scandens subcymosa', 'Mikania scandens umbellifera', 'Mikania scandens villosa', 'Mikania sinuata', 'Mikania subcrenata', 'Mikania subcymosa', 'Mikania tamoides', 'Mikania umbellifera', 'Mikania variabilis', 'Willoughbya heterophylla', 'Willoughbya micrantha', 'Willoughbya scandens orinocensis', 'Willoughbya variabilis']	['ncbi:192012', 'gbif:5398421', 'irmng:11431566']	Mikania micrantha	both
Solanum adhaerens|AE	solanaceae	Solanum	solanum adhaerens	AE		False	False	Solanum adhaerens	ICN	1.0	solanum adhaerens	['sibling_higher']	False	False	Solanum adhaerens	207710.0	species	ott3.5draft1	[]	['ncbi:115660']	Solanum adhaerens	both
Chamaesyce hypericifolia|WP	euphorbiaceae	Chamaesyce	chamaesyce hypericifolia	WP		False	True	Chamaesyce hypericifolia	ICN	1.0	chamaesyce hypericifolia	[]	False	False	Euphorbia hypericifolia	504126.0	species	ott3.5draft1	['Anisophyllum hypericifolium', 'Chamaesyce boliviana', 'Chamaesyce glomerifera', 'Chamaesyce hypericifolia', 'Ditrita obliqua', 'Ditritra obliqua', 'Euphorbia boliviana', 'Euphorbia glomerifera', 'Euphorbia hypericifolia maculata', 'Euphorbia papilligera']	['ncbi:212834', 'worms:418709', 'gbif:3066321']	Euphorbia hypericifolia	both
Phoradendron sp nov|WP	viscaceae	Phoradendron	phoradendronnov	WP		True	False	Phoradendron	ICN	0.75	phoradendronnov	[]	False	False	Phoradendron	388681.0	genus	ott3.5draft1	['Allobium', 'Spiciviscum']	['ncbi:3967', 'gbif:2889864', 'irmng:1304084', 'irmng:1101384']	Phoradendron	both
Cnidoscolus urens|WP	euphorbiaceae	Cnidoscolus	cnidoscolus urens	WP		False	False	Cnidoscolus urens	ICN	1.0	cnidoscolus urens	[]	False	False	Cnidoscolus urens	607945.0	species	ott3.5draft1	['Bivonea stimulosa', 'Bivonea urens', 'Cnidoscolus adenophilus', 'Cnidoscolus herbaceus', 'Cnidoscolus loefgrenii', 'Cnidoscolus marcgravii', 'Cnidoscolus mexicanus', 'Cnidoscolus michauxii', 'Cnidoscolus neglectus', 'Cnidoscolus osteocarpus', 'Cnidoscolus stimulosus', 'Cnidoscolus tenuifolius', 'Janipha urens', 'Jatropha adenophila', 'Jatropha herbacea', 'Jatropha loefgrenii', 'Jatropha neglecta', 'Jatropha osteocarpa', 'Jatropha stimulosa', 'Jatropha stipulosa', 'Jatropha tenuifolia', 'Jatropha urens', 'Jatropha urens genuina', 'Jussieuia herbacea', 'Manihot herbacea', 'Manihot urens']	['ncbi:316878', 'gbif:3073653', 'irmng:11198760']	Cnidoscolus urens	both
Senna cobanensis|WP	fabaceae/caes.	Senna	senna cobanensis	WP		False	False	Senna cobanensis	ICN	1.0	senna cobanensis	[]	False	False	Senna cobanensis	3916918.0	species	ott3.5draft1	['Cassia cobanensis', 'Cassia leiophylla pubescens', 'Vogelocassia cobanensis']	['gbif:2957506', 'irmng:10166001']	Senna cobanensis	both
Merremia umbellata|WP	convolvulaceae	Merremia	merremia umbellata	WP		False	True	Merremia umbellata	ICN	1.0	merremia umbellata	[]	False	False	Camonea umbellata	530880.0	species	ott3.5draft1	['Amphione cymosa', 'Camonea bifida', 'Convolvulus aristolochiifolius', 'Convolvulus bifidus', 'Convolvulus blandus', 'Convolvulus caliginosus', 'Convolvulus caracasanus', 'Convolvulus cymosus', 'Convolvulus densiflorus', 'Convolvulus flavus', 'Convolvulus havanensis', 'Convolvulus lotnoha', 'Convolvulus millerianus', 'Convolvulus multiflorus', 'Convolvulus pentagonus', 'Convolvulus rothii', 'Convolvulus sagittifer', 'Convolvulus umbellatus', 'Fraxima umbellata', 'Ipomoea bifida', 'Ipomoea blanda', 'Ipomoea cymosa', 'Ipomoea cymosa macra', 'Ipomoea heynei', 'Ipomoea longipes', 'Ipomoea micans', 'Ipomoea mollicoma', 'Ipomoea multiflora', 'Ipomoea oenotheriflora', 'Ipomoea pentagona', 'Ipomoea polyanthes', 'Ipomoea portobellensis', 'Ipomoea primuliflora', 'Ipomoea rothii', 'Ipomoea sagittifera', 'Ipomoea sagittoides', 'Ipomoea umbellata', 'Merremia rondoniana', 'Merremia umbellata', 'Merremia umbellata cochleata', 'Merremia umbellata macra', 'Merremia umbellata orientalis', 'Merremia umbellata rotundifolia', 'Tirtalia umbellata']	['ncbi:197417', 'gbif:3678327', 'gbif:9452352', 'gbif:8819344', 'irmng:10202745']	Camonea umbellata	both
Lippia cardiostegia|AE	verbenaceae	Lippia	lippia cardiostegia	AE		False	False	Lippia cardiostegia	ICN	1.0	lippia cardiostegia	[]	False	False	Lippia cardiostegia	5793625.0	species	ott3.5draft1	['Lippia brenesii', 'Lippia cardiostegia skutchii', 'Lippia durangensis', 'Lippia hypoleia ovatifolia', 'Lippia lucens', 'Lippia myriocephala ovatifolia', 'Lippia salamensis', 'Lippia tepicana']	['ncbi:1475416', 'gbif:7297392']	Lippia cardiostegia	both
Onoseris onoseroides|AE	asteraceae	Onoseris	onoseris onoseroides	AE		False	False	Onoseris onoseroides	ICN	1.0	onoseris onoseroides	[]	False	False	Onoseris onoseroides	390666.0	species	ott3.5draft1	['Caloseris rupestris', 'Cataleuca rubicunda', 'Hilairia paniculata', 'Isotypus onoseroides', 'Onoseris conspicua', 'Onoseris isotypus', 'Onoseris paniculata', 'Onoseris rupestris', 'Rhodoseris conspicua', 'Schaetzellia deckeri', 'Seris conspicua', 'Seris onoseroides', 'Seris rupestris', 'Spilanthes acmella paniculata']	['ncbi:882374', 'gbif:3143158']	Onoseris onoseroides	both
Ageratum conyzoides|WP	asteraceae	Ageratum	ageratum conyzoides	WP		False	False	Ageratum conyzoides	ICN	1.0	ageratum conyzoides	[]	False	False	Ageratum conyzoides	885278.0	species	ott3.5draft1	['Ageratum album', 'Ageratum arsenei', 'Ageratum brachystephanum', 'Ageratum ciliare', 'Ageratum coeruleum', 'Ageratum conyzoides album', 'Ageratum conyzoides conyzoides', 'Ageratum conyzoides hirtum', 'Ageratum conyzoides inaequipaleaceum', 'Ageratum conyzoides latifolium', 'Ageratum conyzoides obtusifolia', 'Ageratum conyzoides obtusifolium', 'Ageratum conyzoides pilosum', 'Ageratum cordifolium', 'Ageratum hirsutum', 'Ageratum hirtum', 'Ageratum humile', 'Ageratum latifolium', 'Ageratum latifolium galapageium', 'Ageratum latifolium latifolium', 'Ageratum muticum', 'Ageratum nanum', 'Ageratum obtusifolium', 'Ageratum odoratum', 'Ageratum sandwicense', 'Ageratum suffruticosum', 'Alomia coelestina', 'Alomia microcarpa torresii', 'Cacalia mentrasto', 'Caelestina suffruticosa', 'Carelia brachystephana', 'Carelia conyzoides', 'Carelia mutica', 'Coelestina latifolia', 'Coelestina microcarpa', 'Coelestina suffruticosa', 'Eupatorium conyzoides', 'Eupatorium conyzoides conyzoides', 'Eupatorium paleaceum', 'Phalacraea coelestina', 'Piqueria coelestina', 'Sparganophorus obtusifolius', 'Spilanthes alba']	['ncbi:68299', 'gbif:5401673', 'irmng:10204593']	Ageratum conyzoides	both
Ipomoea nil|WP	convolvulaceae	Ipomoea	ipomoea nil	WP		False	False	Ipomoea nil	ICN	1.0	ipomoea nil	[]	False	False	Ipomoea nil	77355.0	species	ott3.5draft1	['Cleiemera hederacea', 'Cleiemera hirsuta', 'Cleiemera peruviana', 'Convolvuloides triloba', 'Convolvulus coelestis', 'Convolvulus coeruleus', 'Convolvulus dillenii', 'Convolvulus hederaceus', 'Convolvulus hederifolius', 'Convolvulus hirsutus', 'Convolvulus lindleyi', 'Convolvulus nil', 'Convolvulus tomentosus', 'Convolvulus variifolius', 'Ipomoea avicularis', 'Ipomoea azurea', 'Ipomoea barbata', 'Ipomoea bicolor', 'Ipomoea caerulea', 'Ipomoea caerulescens', 'Ipomoea cuspidata', 'Ipomoea dillenii', 'Ipomoea hederacea', 'Ipomoea hirsutula', 'Ipomoea limbata', 'Ipomoea longicuspis', 'Ipomoea longicuspis brevipes', 'Ipomoea nil limbata', 'Ipomoea nil setosa', 'Ipomoea phymatodes', 'Ipomoea punctata', 'Ipomoea scabra', 'Ipomoea scabrida', 'Ipomoea setosa', 'Ipomoea speciosa', 'Ipomoea trichocalyx', 'Ipomoea triloba', 'Ipomoea vaniotiana', 'Ornithosperma autumnalis', 'Pharbitis barbata', 'Pharbitis caerulea', 'Pharbitis caerulescens', 'Pharbitis cuspidata', 'Pharbitis dillenii', 'Pharbitis diversifolia', 'Pharbitis limbata', 'Pharbitis mutabilis', 'Pharbitis nil', 'Pharbitis punctata', 'Pharbitis purshii', 'Pharbitis scabra', 'Pharbitis scabrida', 'Pharbitis speciosa', 'Pharbitis triloba']	['ncbi:35883', 'gbif:2928534', 'irmng:10940171']	Ipomoea nil	both
Stylogyne laevis|L	myrsinaceae	Stylogyne	stylogyne laevis	L																		left_only
